8796127396924;8796131918908;8796498133611;slots,assignedCockpitItemTemplates,comments,navigationNode;;true
8796127396924;8796131918908;8796498133611;slots,assignedCockpitItemTemplates,comments,navigationNode,uid;;true
8796127003708;8796132115516;8796499149419;restrictions,slots,assignedCockpitItemTemplates,category,comments,contentPage,media,product;;true
8796093842482;8796094006322;8796543648363;inverseRestrictions,pages,assignedCockpitItemTemplates,comments,userGroups;;true
8796093842482;8796094006322;8796543648363;allDocuments,components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments,userGroups,uid;;true
8796093121586;8796093318194;8796501279339;components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments;;true
8796093842482;8796094006322;8796543648363;allDocuments,components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments,userGroups,uid;;true
8796093121586;8796093318194;8796501279339;components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments,uid;;true
8796147876924;8796148171836;8796543681131;actions,allDocuments,children,containers,parents,restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode;;true
8796093121586;8796093318194;8796501279339;components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments,uid;;true
8796147876924;8796148171836;8796543681131;actions,allDocuments,children,containers,parents,restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode,uid;;true
8796147876924;8796148171836;8796543681131;actions,allDocuments,children,containers,parents,restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode,uid;;true
8796147876924;8796148171836;8796543681131;actions,allDocuments,children,containers,parents,restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode;;true
8796147876924;8796148171836;8796543681131;actions,allDocuments,children,containers,parents,restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode,uid;;true
8796093121586;8796093318194;8796501279339;components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments;;true
8796093613098;8796260566058;8796498231915;cmsComponents,assignedCockpitItemTemplates,comments,originalSlot;;true
8796093613098;8796260566058;8796498231915;cmsComponents,assignedCockpitItemTemplates,comments,originalSlot,uid;;true
8796093613098;8796260566058;8796498231915;cmsComponents,assignedCockpitItemTemplates,comments,originalSlot,uid;;true
8796093613098;8796260566058;8796498231915;cmsComponents,assignedCockpitItemTemplates,comments,originalSlot,uid;;true
8796127396924;8796131918908;8796498133611;restrictions,slots,assignedCockpitItemTemplates,comments,navigationNode;;true
8796093121586;8796093318194;8796501279339;components,inverseRestrictions,pages,assignedCockpitItemTemplates,comments;;true
